accession	version	species	fna	seqs	size
GCA_000346225.2_ASM34622	v2	pseudomonas_sp	pseudomonas_sp/GCA_000346225.2_ASM34622v2/GCA_000346225.2_ASM34622v2_genomic.fna	       1	5018820
GCA_000349845.1_ASM34984	v1	pseudomonas_sp	pseudomonas_sp/GCA_000349845.1_ASM34984v1/GCA_000349845.1_ASM34984v1_genomic.fna	       1	5696307
GCA_000494915.1_ASM49491	v1	pseudomonas_sp	pseudomonas_sp/GCA_000494915.1_ASM49491v1/GCA_000494915.1_ASM49491v1_genomic.fna	       2	5966222
GCA_000508205.1_ASM50820	v1	pseudomonas_sp	pseudomonas_sp/GCA_000508205.1_ASM50820v1/GCA_000508205.1_ASM50820v1_genomic.fna	       1	7012672
GCA_000511325.1_ASM51132	v1	pseudomonas_sp	pseudomonas_sp/GCA_000511325.1_ASM51132v1/GCA_000511325.1_ASM51132v1_genomic.fna	       1	5891312
GCA_000829415.1_ASM82941	v1	pseudomonas_sp	pseudomonas_sp/GCA_000829415.1_ASM82941v1/GCA_000829415.1_ASM82941v1_genomic.fna	       1	6332373
GCA_000931465.1_ASM93146	v1	pseudomonas_sp	pseudomonas_sp/GCA_000931465.1_ASM93146v1/GCA_000931465.1_ASM93146v1_genomic.fna	       3	6986763
GCA_001547895.1_ASM154789	v1	pseudomonas_sp	pseudomonas_sp/GCA_001547895.1_ASM154789v1/GCA_001547895.1_ASM154789v1_genomic.fna	       1	6885464
GCA_001547915.1_ASM154791	v1	pseudomonas_sp	pseudomonas_sp/GCA_001547915.1_ASM154791v1/GCA_001547915.1_ASM154791v1_genomic.fna	       1	6833117
GCA_001594225.2_ASM159422	v2	pseudomonas_sp	pseudomonas_sp/GCA_001594225.2_ASM159422v2/GCA_001594225.2_ASM159422v2_genomic.fna	       1	6396728
GCA_001655295.1_ASM165529	v1	pseudomonas_sp	pseudomonas_sp/GCA_001655295.1_ASM165529v1/GCA_001655295.1_ASM165529v1_genomic.fna	       1	6178825
GCA_001655595.1_ASM165559	v1	pseudomonas_sp	pseudomonas_sp/GCA_001655595.1_ASM165559v1/GCA_001655595.1_ASM165559v1_genomic.fna	       1	6427864
GCA_001655615.1_ASM165561	v1	pseudomonas_sp	pseudomonas_sp/GCA_001655615.1_ASM165561v1/GCA_001655615.1_ASM165561v1_genomic.fna	       1	6500345
GCA_001703595.1_ASM170359	v1	pseudomonas_sp	pseudomonas_sp/GCA_001703595.1_ASM170359v1/GCA_001703595.1_ASM170359v1_genomic.fna	       3	5666948
GCA_001705995.2_ASM170599	v2	pseudomonas_sp	pseudomonas_sp/GCA_001705995.2_ASM170599v2/GCA_001705995.2_ASM170599v2_genomic.fna	       1	7675262
GCA_001708505.1_ASM170850	v1	pseudomonas_sp	pseudomonas_sp/GCA_001708505.1_ASM170850v1/GCA_001708505.1_ASM170850v1_genomic.fna	       2	6256697
GCA_002025205.1_ASM202520	v1	pseudomonas_sp	pseudomonas_sp/GCA_002025205.1_ASM202520v1/GCA_002025205.1_ASM202520v1_genomic.fna	       1	5040792
GCA_002037565.1_ASM203756	v1	pseudomonas_sp	pseudomonas_sp/GCA_002037565.1_ASM203756v1/GCA_002037565.1_ASM203756v1_genomic.fna	       1	5229495
GCA_002056295.1_ASM205629	v1	pseudomonas_sp	pseudomonas_sp/GCA_002056295.1_ASM205629v1/GCA_002056295.1_ASM205629v1_genomic.fna	       1	4035153
GCA_002163625.1_ASM216362	v1	pseudomonas_sp	pseudomonas_sp/GCA_002163625.1_ASM216362v1/GCA_002163625.1_ASM216362v1_genomic.fna	       1	4926954
GCA_002591235.1_ASM259123	v1	pseudomonas_sp	pseudomonas_sp/GCA_002591235.1_ASM259123v1/GCA_002591235.1_ASM259123v1_genomic.fna	       1	6499364
GCA_002753995.1_ASM275399	v1	pseudomonas_sp	pseudomonas_sp/GCA_002753995.1_ASM275399v1/GCA_002753995.1_ASM275399v1_genomic.fna	       1	5276694
GCA_002812565.2_ASM281256	v2	pseudomonas_sp	pseudomonas_sp/GCA_002812565.2_ASM281256v2/GCA_002812565.2_ASM281256v2_genomic.fna	       1	5071227
GCA_002843285.1_ASM284328	v1	pseudomonas_sp	pseudomonas_sp/GCA_002843285.1_ASM284328v1/GCA_002843285.1_ASM284328v1_genomic.fna	       1	6909530
GCA_002874965.1_ASM287496	v1	pseudomonas_sp	pseudomonas_sp/GCA_002874965.1_ASM287496v1/GCA_002874965.1_ASM287496v1_genomic.fna	       1	6890566
GCA_002934345.1_ASM293434	v1	pseudomonas_sp	pseudomonas_sp/GCA_002934345.1_ASM293434v1/GCA_002934345.1_ASM293434v1_genomic.fna	       1	6313552
GCA_002947915.1_ASM294791	v1	pseudomonas_sp	pseudomonas_sp/GCA_002947915.1_ASM294791v1/GCA_002947915.1_ASM294791v1_genomic.fna	       1	5919083
GCA_002947975.1_ASM294797	v1	pseudomonas_sp	pseudomonas_sp/GCA_002947975.1_ASM294797v1/GCA_002947975.1_ASM294797v1_genomic.fna	       1	5652054
GCA_002948105.1_ASM294810	v1	pseudomonas_sp	pseudomonas_sp/GCA_002948105.1_ASM294810v1/GCA_002948105.1_ASM294810v1_genomic.fna	       1	6172256
GCA_002949975.1_ASM294997	v1	pseudomonas_sp	pseudomonas_sp/GCA_002949975.1_ASM294997v1/GCA_002949975.1_ASM294997v1_genomic.fna	       1	6548975
GCA_002949995.1_ASM294999	v1	pseudomonas_sp	pseudomonas_sp/GCA_002949995.1_ASM294999v1/GCA_002949995.1_ASM294999v1_genomic.fna	       1	6289439
GCA_002953115.1_ASM295311	v1	pseudomonas_sp	pseudomonas_sp/GCA_002953115.1_ASM295311v1/GCA_002953115.1_ASM295311v1_genomic.fna	       2	6297253
GCA_002966775.1_ASM296677	v1	pseudomonas_sp	pseudomonas_sp/GCA_002966775.1_ASM296677v1/GCA_002966775.1_ASM296677v1_genomic.fna	       1	6211636
GCA_003151075.1_ASM315107	v1	pseudomonas_sp	pseudomonas_sp/GCA_003151075.1_ASM315107v1/GCA_003151075.1_ASM315107v1_genomic.fna	       1	6730253
GCA_003205815.1_ASM320581	v1	pseudomonas_sp	pseudomonas_sp/GCA_003205815.1_ASM320581v1/GCA_003205815.1_ASM320581v1_genomic.fna	       1	4559447
GCA_003290225.1_ASM329022	v1	pseudomonas_sp	pseudomonas_sp/GCA_003290225.1_ASM329022v1/GCA_003290225.1_ASM329022v1_genomic.fna	       1	6243355
GCA_003408635.1_ASM340863	v1	pseudomonas_sp	pseudomonas_sp/GCA_003408635.1_ASM340863v1/GCA_003408635.1_ASM340863v1_genomic.fna	       1	4727682
GCA_003595175.1_ASM359517	v1	pseudomonas_sp	pseudomonas_sp/GCA_003595175.1_ASM359517v1/GCA_003595175.1_ASM359517v1_genomic.fna	       1	4949615
GCA_003626975.1_ASM362697	v1	pseudomonas_sp	pseudomonas_sp/GCA_003626975.1_ASM362697v1/GCA_003626975.1_ASM362697v1_genomic.fna	       2	5912748
GCA_003627215.1_ASM362721	v1	pseudomonas_sp	pseudomonas_sp/GCA_003627215.1_ASM362721v1/GCA_003627215.1_ASM362721v1_genomic.fna	       2	6335721
GCA_003691445.1_ASM369144	v1	pseudomonas_sp	pseudomonas_sp/GCA_003691445.1_ASM369144v1/GCA_003691445.1_ASM369144v1_genomic.fna	       1	6073276
GCA_003691465.1_ASM369146	v1	pseudomonas_sp	pseudomonas_sp/GCA_003691465.1_ASM369146v1/GCA_003691465.1_ASM369146v1_genomic.fna	       1	5539211
GCA_003850545.1_ASM385054	v1	pseudomonas_sp	pseudomonas_sp/GCA_003850545.1_ASM385054v1/GCA_003850545.1_ASM385054v1_genomic.fna	       1	6796817
GCA_003850565.1_ASM385056	v1	pseudomonas_sp	pseudomonas_sp/GCA_003850565.1_ASM385056v1/GCA_003850565.1_ASM385056v1_genomic.fna	       1	6896611
GCA_003851685.1_ASM385168	v1	pseudomonas_sp	pseudomonas_sp/GCA_003851685.1_ASM385168v1/GCA_003851685.1_ASM385168v1_genomic.fna	       1	5997145
GCA_003851705.1_ASM385170	v1	pseudomonas_sp	pseudomonas_sp/GCA_003851705.1_ASM385170v1/GCA_003851705.1_ASM385170v1_genomic.fna	       1	5833149
GCA_003851745.1_ASM385174	v1	pseudomonas_sp	pseudomonas_sp/GCA_003851745.1_ASM385174v1/GCA_003851745.1_ASM385174v1_genomic.fna	       1	5926806
GCA_003852065.1_ASM385206	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852065.1_ASM385206v1/GCA_003852065.1_ASM385206v1_genomic.fna	       1	5810083
GCA_003852235.1_ASM385223	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852235.1_ASM385223v1/GCA_003852235.1_ASM385223v1_genomic.fna	       1	5836505
GCA_003852255.1_ASM385225	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852255.1_ASM385225v1/GCA_003852255.1_ASM385225v1_genomic.fna	       1	5645326
GCA_003852275.1_ASM385227	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852275.1_ASM385227v1/GCA_003852275.1_ASM385227v1_genomic.fna	       1	5882212
GCA_003852295.1_ASM385229	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852295.1_ASM385229v1/GCA_003852295.1_ASM385229v1_genomic.fna	       1	5689077
GCA_003852315.1_ASM385231	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852315.1_ASM385231v1/GCA_003852315.1_ASM385231v1_genomic.fna	       1	6533866
GCA_003852335.1_ASM385233	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852335.1_ASM385233v1/GCA_003852335.1_ASM385233v1_genomic.fna	       1	5838856
GCA_003852355.1_ASM385235	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852355.1_ASM385235v1/GCA_003852355.1_ASM385235v1_genomic.fna	       1	5799132
GCA_003852375.1_ASM385237	v1	pseudomonas_sp	pseudomonas_sp/GCA_003852375.1_ASM385237v1/GCA_003852375.1_ASM385237v1_genomic.fna	       1	5924968
GCA_003991975.1_ASM399197	v1	pseudomonas_sp	pseudomonas_sp/GCA_003991975.1_ASM399197v1/GCA_003991975.1_ASM399197v1_genomic.fna	       1	3337477
GCA_004011755.1_ASM401175	v1	pseudomonas_sp	pseudomonas_sp/GCA_004011755.1_ASM401175v1/GCA_004011755.1_ASM401175v1_genomic.fna	       1	6663463
GCA_004124275.1_ASM412427	v1	pseudomonas_sp	pseudomonas_sp/GCA_004124275.1_ASM412427v1/GCA_004124275.1_ASM412427v1_genomic.fna	       1	6268469
GCA_004214895.1_ASM421489	v1	pseudomonas_sp	pseudomonas_sp/GCA_004214895.1_ASM421489v1/GCA_004214895.1_ASM421489v1_genomic.fna	       1	5685196
GCA_004379315.1_ASM437931	v1	pseudomonas_sp	pseudomonas_sp/GCA_004379315.1_ASM437931v1/GCA_004379315.1_ASM437931v1_genomic.fna	       1	7226716
GCA_004526365.1_ASM452636	v1	pseudomonas_sp	pseudomonas_sp/GCA_004526365.1_ASM452636v1/GCA_004526365.1_ASM452636v1_genomic.fna	       1	6304843
GCA_004786035.1_ASM478603	v1	pseudomonas_sp	pseudomonas_sp/GCA_004786035.1_ASM478603v1/GCA_004786035.1_ASM478603v1_genomic.fna	       2	6704877
GCA_004803755.1_ASM480375	v1	pseudomonas_sp	pseudomonas_sp/GCA_004803755.1_ASM480375v1/GCA_004803755.1_ASM480375v1_genomic.fna	       1	5820432
GCA_005937845.2_ASM593784	v2	pseudomonas_sp	pseudomonas_sp/GCA_005937845.2_ASM593784v2/GCA_005937845.2_ASM593784v2_genomic.fna	       2	6316887
GCA_005937945.2_ASM593794	v2	pseudomonas_sp	pseudomonas_sp/GCA_005937945.2_ASM593794v2/GCA_005937945.2_ASM593794v2_genomic.fna	       3	6109947
GCA_005938665.2_ASM593866	v2	pseudomonas_sp	pseudomonas_sp/GCA_005938665.2_ASM593866v2/GCA_005938665.2_ASM593866v2_genomic.fna	       1	6466929
GCA_006094435.1_ASM609443	v1	pseudomonas_sp	pseudomonas_sp/GCA_006094435.1_ASM609443v1/GCA_006094435.1_ASM609443v1_genomic.fna	       4	7221214
GCA_006351945.1_ASM635194	v1	pseudomonas_sp	pseudomonas_sp/GCA_006351945.1_ASM635194v1/GCA_006351945.1_ASM635194v1_genomic.fna	       1	4931431
GCA_006517195.1_ASM651719	v1	pseudomonas_sp	pseudomonas_sp/GCA_006517195.1_ASM651719v1/GCA_006517195.1_ASM651719v1_genomic.fna	       1	6712511
GCA_007633355.1_ASM763335	v1	pseudomonas_sp	pseudomonas_sp/GCA_007633355.1_ASM763335v1/GCA_007633355.1_ASM763335v1_genomic.fna	       1	5597068
GCA_008807375.1_ASM880737	v1	pseudomonas_sp	pseudomonas_sp/GCA_008807375.1_ASM880737v1/GCA_008807375.1_ASM880737v1_genomic.fna	       1	6056953
GCA_008807395.1_ASM880739	v1	pseudomonas_sp	pseudomonas_sp/GCA_008807395.1_ASM880739v1/GCA_008807395.1_ASM880739v1_genomic.fna	       1	3217366
GCA_009176725.1_ASM917672	v1	pseudomonas_sp	pseudomonas_sp/GCA_009176725.1_ASM917672v1/GCA_009176725.1_ASM917672v1_genomic.fna	       1	6028589
GCA_009189165.1_ASM918916	v1	pseudomonas_sp	pseudomonas_sp/GCA_009189165.1_ASM918916v1/GCA_009189165.1_ASM918916v1_genomic.fna	       1	6311241
GCA_009363395.1_ASM936339	v1	pseudomonas_sp	pseudomonas_sp/GCA_009363395.1_ASM936339v1/GCA_009363395.1_ASM936339v1_genomic.fna	       1	5298761
GCA_009363475.1_ASM936347	v1	pseudomonas_sp	pseudomonas_sp/GCA_009363475.1_ASM936347v1/GCA_009363475.1_ASM936347v1_genomic.fna	       1	5298227
GCA_009363815.1_ASM936381	v1	pseudomonas_sp	pseudomonas_sp/GCA_009363815.1_ASM936381v1/GCA_009363815.1_ASM936381v1_genomic.fna	       1	4522538
GCA_009648855.1_ASM964885	v1	pseudomonas_sp	pseudomonas_sp/GCA_009648855.1_ASM964885v1/GCA_009648855.1_ASM964885v1_genomic.fna	       1	6326501
GCA_009818265.1_ASM981826	v1	pseudomonas_sp	pseudomonas_sp/GCA_009818265.1_ASM981826v1/GCA_009818265.1_ASM981826v1_genomic.fna	       1	6486667
GCA_009827115.1_ASM982711	v1	pseudomonas_sp	pseudomonas_sp/GCA_009827115.1_ASM982711v1/GCA_009827115.1_ASM982711v1_genomic.fna	       1	6261650
GCA_009834515.1_ASM983451	v1	pseudomonas_sp	pseudomonas_sp/GCA_009834515.1_ASM983451v1/GCA_009834515.1_ASM983451v1_genomic.fna	       1	6601805
GCA_009834545.1_ASM983454	v1	pseudomonas_sp	pseudomonas_sp/GCA_009834545.1_ASM983454v1/GCA_009834545.1_ASM983454v1_genomic.fna	       1	6098669
GCA_009834565.1_ASM983456	v1	pseudomonas_sp	pseudomonas_sp/GCA_009834565.1_ASM983456v1/GCA_009834565.1_ASM983456v1_genomic.fna	       2	6829095
GCA_009866705.1_ASM986670	v1	pseudomonas_sp	pseudomonas_sp/GCA_009866705.1_ASM986670v1/GCA_009866705.1_ASM986670v1_genomic.fna	       1	5646108
GCA_009866725.1_ASM986672	v1	pseudomonas_sp	pseudomonas_sp/GCA_009866725.1_ASM986672v1/GCA_009866725.1_ASM986672v1_genomic.fna	       1	6098674
GCA_009866745.1_ASM986674	v1	pseudomonas_sp	pseudomonas_sp/GCA_009866745.1_ASM986674v1/GCA_009866745.1_ASM986674v1_genomic.fna	       1	6269896
GCA_009866765.1_ASM986676	v1	pseudomonas_sp	pseudomonas_sp/GCA_009866765.1_ASM986676v1/GCA_009866765.1_ASM986676v1_genomic.fna	       1	6611402
GCA_009866785.1_ASM986678	v1	pseudomonas_sp	pseudomonas_sp/GCA_009866785.1_ASM986678v1/GCA_009866785.1_ASM986678v1_genomic.fna	       1	6659551
GCA_009873475.1_ASM987347	v1	pseudomonas_sp	pseudomonas_sp/GCA_009873475.1_ASM987347v1/GCA_009873475.1_ASM987347v1_genomic.fna	       1	5943629
GCA_010669185.1_ASM1066918	v1	pseudomonas_sp	pseudomonas_sp/GCA_010669185.1_ASM1066918v1/GCA_010669185.1_ASM1066918v1_genomic.fna	       1	4226320
GCA_012844345.1_ASM1284434	v1	pseudomonas_sp	pseudomonas_sp/GCA_012844345.1_ASM1284434v1/GCA_012844345.1_ASM1284434v1_genomic.fna	       1	3983233
GCA_012935655.1_ASM1293565	v1	pseudomonas_sp	pseudomonas_sp/GCA_012935655.1_ASM1293565v1/GCA_012935655.1_ASM1293565v1_genomic.fna	       1	6509129
GCA_012935675.1_ASM1293567	v1	pseudomonas_sp	pseudomonas_sp/GCA_012935675.1_ASM1293567v1/GCA_012935675.1_ASM1293567v1_genomic.fna	       1	7105297
GCA_012935695.1_ASM1293569	v1	pseudomonas_sp	pseudomonas_sp/GCA_012935695.1_ASM1293569v1/GCA_012935695.1_ASM1293569v1_genomic.fna	       1	6471780
GCA_012935715.1_ASM1293571	v1	pseudomonas_sp	pseudomonas_sp/GCA_012935715.1_ASM1293571v1/GCA_012935715.1_ASM1293571v1_genomic.fna	       1	7300098
GCA_012935735.1_ASM1293573	v1	pseudomonas_sp	pseudomonas_sp/GCA_012935735.1_ASM1293573v1/GCA_012935735.1_ASM1293573v1_genomic.fna	       1	6003863
GCA_012935755.1_ASM1293575	v1	pseudomonas_sp	pseudomonas_sp/GCA_012935755.1_ASM1293575v1/GCA_012935755.1_ASM1293575v1_genomic.fna	       1	7105260
GCA_012935775.1_ASM1293577	v1	pseudomonas_sp	pseudomonas_sp/GCA_012935775.1_ASM1293577v1/GCA_012935775.1_ASM1293577v1_genomic.fna	       1	6003946
GCA_000968415.2_ASM96841	v2	pseudomonas_synxantha	pseudomonas_synxantha/GCA_000968415.2_ASM96841v2/GCA_000968415.2_ASM96841v2_genomic.fna	       1	6690033
GCA_003851465.1_ASM385146	v1	pseudomonas_synxantha	pseudomonas_synxantha/GCA_003851465.1_ASM385146v1/GCA_003851465.1_ASM385146v1_genomic.fna	       1	6776271
GCA_003851495.1_ASM385149	v1	pseudomonas_synxantha	pseudomonas_synxantha/GCA_003851495.1_ASM385149v1/GCA_003851495.1_ASM385149v1_genomic.fna	       1	6460613
GCA_003851525.1_ASM385152	v1	pseudomonas_synxantha	pseudomonas_synxantha/GCA_003851525.1_ASM385152v1/GCA_003851525.1_ASM385152v1_genomic.fna	       1	6193282
GCA_003851555.1_ASM385155	v1	pseudomonas_synxantha	pseudomonas_synxantha/GCA_003851555.1_ASM385155v1/GCA_003851555.1_ASM385155v1_genomic.fna	       1	6562330
GCA_003852025.1_ASM385202	v1	pseudomonas_synxantha	pseudomonas_synxantha/GCA_003852025.1_ASM385202v1/GCA_003852025.1_ASM385202v1_genomic.fna	       1	6277070
GCA_000007805.1_ASM780	v1	pseudomonas_syringae	pseudomonas_syringae/GCA_000007805.1_ASM780v1/GCA_000007805.1_ASM780v1_genomic.fna	       3	6538260
GCA_000145845.2_ASM14584	v2	pseudomonas_syringae	pseudomonas_syringae/GCA_000145845.2_ASM14584v2/GCA_000145845.2_ASM14584v2_genomic.fna	       5	6593626
GCA_002966555.1_ASM296655	v1	pseudomonas_syringae	pseudomonas_syringae/GCA_002966555.1_ASM296655v1/GCA_002966555.1_ASM296655v1_genomic.fna	       4	6523367
GCA_009800225.1_ASM980022	v1	pseudomonas_syringae	pseudomonas_syringae/GCA_009800225.1_ASM980022v1/GCA_009800225.1_ASM980022v1_genomic.fna	       1	6397114
GCA_001186335.1_ASM118633	v1	pseudomonas_trivialis	pseudomonas_trivialis/GCA_001186335.1_ASM118633v1/GCA_001186335.1_ASM118633v1_genomic.fna	       1	6452803
GCA_012647205.1_ASM1264720	v1	pseudomonas_umsongensis	pseudomonas_umsongensis/GCA_012647205.1_ASM1264720v1/GCA_012647205.1_ASM1264720v1_genomic.fna	       1	6690075
GCA_002028325.1_ASM202832	v1	pseudomonas_veronii	pseudomonas_veronii/GCA_002028325.1_ASM202832v1/GCA_002028325.1_ASM202832v1_genomic.fna	       1	6852809
GCA_004919535.4_ASM491953	v4	pseudomonas_veronii	pseudomonas_veronii/GCA_004919535.4_ASM491953v4/GCA_004919535.4_ASM491953v4_genomic.fna	       2	7305203
GCA_001294575.1_ASM129457	v1	pseudomonas_versuta	pseudomonas_versuta/GCA_001294575.1_ASM129457v1/GCA_001294575.1_ASM129457v1_genomic.fna	       1	5149788
GCA_001612705.2_ASM161270	v2	pseudomonas_yamanorum	pseudomonas_yamanorum/GCA_001612705.2_ASM161270v2/GCA_001612705.2_ASM161270v2_genomic.fna	       1	6856835
GCA_000196675.1_ASM19667	v1	pseudonocardia_dioxanivorans	pseudonocardia_dioxanivorans/GCA_000196675.1_ASM19667v1/GCA_000196675.1_ASM19667v1_genomic.fna	       3	7303989
GCA_001294425.1_ASM129442	v1	pseudonocardia_sp	pseudonocardia_sp/GCA_001294425.1_ASM129442v1/GCA_001294425.1_ASM129442v1_genomic.fna	       3	6554452
GCA_001294605.1_ASM129460	v1	pseudonocardia_sp	pseudonocardia_sp/GCA_001294605.1_ASM129460v1/GCA_001294605.1_ASM129460v1_genomic.fna	       1	6143341
GCA_001294645.1_ASM129464	v1	pseudonocardia_sp	pseudonocardia_sp/GCA_001294645.1_ASM129464v1/GCA_001294645.1_ASM129464v1_genomic.fna	       2	6300975
GCA_001420975.1_ASM142097	v1	pseudonocardia_sp	pseudonocardia_sp/GCA_001420975.1_ASM142097v1/GCA_001420975.1_ASM142097v1_genomic.fna	       3	7131853
GCA_001420995.1_ASM142099	v1	pseudonocardia_sp	pseudonocardia_sp/GCA_001420995.1_ASM142099v1/GCA_001420995.1_ASM142099v1_genomic.fna	       3	7205934
GCA_001698125.1_ASM169812	v1	pseudonocardia_sp	pseudonocardia_sp/GCA_001698125.1_ASM169812v1/GCA_001698125.1_ASM169812v1_genomic.fna	       3	6680451
GCA_000190735.2_ASM19073	v2	pseudopedobacter_saltans	pseudopedobacter_saltans/GCA_000190735.2_ASM19073v2/GCA_000190735.2_ASM19073v2_genomic.fna	       1	4635236
GCA_005234135.1_ASM523413	v1	pseudorhodobacter_sp	pseudorhodobacter_sp/GCA_005234135.1_ASM523413v1/GCA_005234135.1_ASM523413v1_genomic.fna	       4	4246983
GCA_002119765.1_ASM211976	v1	pseudorhodoplanes_sinuspersici	pseudorhodoplanes_sinuspersici/GCA_002119765.1_ASM211976v1/GCA_002119765.1_ASM211976v1_genomic.fna	       1	5971615
GCA_000504085.1_ASM50408	v1	pseudothermotoga_elfii	pseudothermotoga_elfii/GCA_000504085.1_ASM50408v1/GCA_000504085.1_ASM50408v1_genomic.fna	       1	2169860
GCA_000504105.1_ASM50410	v1	pseudothermotoga_hypogea	pseudothermotoga_hypogea/GCA_000504105.1_ASM50410v1/GCA_000504105.1_ASM50410v1_genomic.fna	       1	2165165
GCA_000816145.1_ASM81614	v1	pseudothermotoga_hypogea	pseudothermotoga_hypogea/GCA_000816145.1_ASM81614v1/GCA_000816145.1_ASM81614v1_genomic.fna	       1	2165416
GCA_000017865.1_ASM1786	v1	pseudothermotoga_lettingae	pseudothermotoga_lettingae/GCA_000017865.1_ASM1786v1/GCA_000017865.1_ASM1786v1_genomic.fna	       1	2135342
GCA_000217815.1_ASM21781	v1	pseudothermotoga_thermarum	pseudothermotoga_thermarum/GCA_000217815.1_ASM21781v1/GCA_000217815.1_ASM21781v1_genomic.fna	       1	2039943
GCA_000233915.4_ASM23391	v4	pseudoxanthomonas_spadix	pseudoxanthomonas_spadix/GCA_000233915.4_ASM23391v4/GCA_000233915.4_ASM23391v4_genomic.fna	       1	3452554
GCA_000185965.1_ASM18596	v1	pseudoxanthomonas_suwonensis	pseudoxanthomonas_suwonensis/GCA_000185965.1_ASM18596v1/GCA_000185965.1_ASM18596v1_genomic.fna	       1	3419049
GCA_000972865.1_ASM97286	v1	pseudoxanthomonas_suwonensis	pseudoxanthomonas_suwonensis/GCA_000972865.1_ASM97286v1/GCA_000972865.1_ASM97286v1_genomic.fna	       1	3891720
GCA_008973485.1_ASM897348	v1	psychrobacillus_glaciei	psychrobacillus_glaciei/GCA_008973485.1_ASM897348v1/GCA_008973485.1_ASM897348v1_genomic.fna	       2	4351338
GCA_008807035.1_ASM880703	v1	psychrobacillus_sp	psychrobacillus_sp/GCA_008807035.1_ASM880703v1/GCA_008807035.1_ASM880703v1_genomic.fna	       1	4096020
GCA_001606025.1_ASM160602	v1	psychrobacter_alimentarius	psychrobacter_alimentarius/GCA_001606025.1_ASM160602v1/GCA_001606025.1_ASM160602v1_genomic.fna	       2	3349444
GCA_000012305.1_ASM1230	v1	psychrobacter_arcticus	psychrobacter_arcticus/GCA_000012305.1_ASM1230v1/GCA_000012305.1_ASM1230v1_genomic.fna	       1	2650701
GCA_000013905.1_ASM1390	v1	psychrobacter_cryohalolentis	psychrobacter_cryohalolentis/GCA_000013905.1_ASM1390v1/GCA_000013905.1_ASM1390v1_genomic.fna	       2	3101097
GCA_002208765.2_ASM220876	v2	psychrobacter_cryohalolentis	psychrobacter_cryohalolentis/GCA_002208765.2_ASM220876v2/GCA_002208765.2_ASM220876v2_genomic.fna	       2	3108645
GCA_000016885.1_ASM1688	v1	psychrobacter_sp	psychrobacter_sp/GCA_000016885.1_ASM1688v1/GCA_000016885.1_ASM1688v1_genomic.fna	       3	2995049
GCA_000418305.1_ASM41830	v1	psychrobacter_sp	psychrobacter_sp/GCA_000418305.1_ASM41830v1/GCA_000418305.1_ASM41830v1_genomic.fna	       4	3113999
GCA_001593285.1_ASM159328	v1	psychrobacter_sp	psychrobacter_sp/GCA_001593285.1_ASM159328v1/GCA_001593285.1_ASM159328v1_genomic.fna	       4	3366617
GCA_001593305.1_ASM159330	v1	psychrobacter_sp	psychrobacter_sp/GCA_001593305.1_ASM159330v1/GCA_001593305.1_ASM159330v1_genomic.fna	       8	3519144
GCA_001854065.1_ASM185406	v1	psychrobacter_sp	psychrobacter_sp/GCA_001854065.1_ASM185406v1/GCA_001854065.1_ASM185406v1_genomic.fna	       1	3138120
GCA_003209315.1_ASM320931	v1	psychrobacter_sp	psychrobacter_sp/GCA_003209315.1_ASM320931v1/GCA_003209315.1_ASM320931v1_genomic.fna	       5	2895311
GCA_004795775.1_ASM479577	v1	psychrobacter_sp	psychrobacter_sp/GCA_004795775.1_ASM479577v1/GCA_004795775.1_ASM479577v1_genomic.fna	       1	3316770
GCA_001298525.1_ASM129852	v1	psychrobacter_urativorans	psychrobacter_urativorans/GCA_001298525.1_ASM129852v1/GCA_001298525.1_ASM129852v1_genomic.fna	       6	2931580
GCA_000153485.2_ASM15348	v2	psychroflexus_torquis	psychroflexus_torquis/GCA_000153485.2_ASM15348v2/GCA_000153485.2_ASM15348v2_genomic.fna	       1	4321832
GCA_000950575.1_ASM95057	v1	psychromicrobium_lacuslunae	psychromicrobium_lacuslunae/GCA_000950575.1_ASM95057v1/GCA_000950575.1_ASM95057v1_genomic.fna	       2	3599434
GCA_000015285.1_ASM1528	v1	psychromonas_ingrahamii	psychromonas_ingrahamii/GCA_000015285.1_ASM1528v1/GCA_000015285.1_ASM1528v1_genomic.fna	       1	4559598
GCA_000153405.2_ASM15340	v2	psychromonas_sp	psychromonas_sp/GCA_000153405.2_ASM15340v2/GCA_000153405.2_ASM15340v2_genomic.fna	       1	3052410
GCA_004843725.1_ASM484372	v1	psychroserpens_sp	psychroserpens_sp/GCA_004843725.1_ASM484372v1/GCA_004843725.1_ASM484372v1_genomic.fna	       1	4319537
GCA_003013695.1_ASM301369	v1	pulveribacter_suum	pulveribacter_suum/GCA_003013695.1_ASM301369v1/GCA_003013695.1_ASM301369v1_genomic.fna	       1	3358427
GCA_000209655.1_ASM20965	v1	pusillimonas_sp	pusillimonas_sp/GCA_000209655.1_ASM20965v1/GCA_000209655.1_ASM20965v1_genomic.fna	       2	3924810
